Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
5/27/2017,WaggaWagga,4,18.2,NA,NA,NA,NNE,22,E,NNE,13,13,85,55,1021.5,1016.6,NA,2,8.4,17.2,NA,NA
5/27/2017,Williamtown,7.3,20.8,0,NA,NA,NW,19,WNW,NNW,11,4,92,61,1022.2,1017.9,NA,NA,11.6,20.4,No,No
5/27/2017,Wollongong,12.7,19.7,0,NA,NA,N,28,SW,NNE,9,7,82,70,1021.9,1017.4,NA,NA,16.9,19,No,No
5/27/2017,Canberra,0.7,16,0,NA,NA,NW,30,NA,NW,0,15,98,59,1022.6,1017.9,7,NA,8.4,15.2,No,No
5/27/2017,Tuggeranong,3.9,15.6,0,NA,NA,N,24,NA,NNW,0,13,99,60,1022.5,1017.6,NA,NA,8.3,15.1,No,No
5/27/2017,MountGinini,0.9,6.9,0,NA,NA,NNW,43,NNW,NW,13,7,97,94,NA,NA,NA,NA,4.2,6.5,No,Yes
5/27/2017,Ballarat,6.5,14.5,0.2,NA,NA,N,54,N,N,26,35,100,72,1017.6,1011.5,3,8,8.8,14.1,No,Yes
5/27/2017,Bendigo,6.3,17.7,0,NA,NA,NNW,61,NE,N,7,26,94,57,1019,1013.2,6,8,10,16.5,No,Yes
5/27/2017,Sale,0.8,20.8,0,NA,NA,NA,NA,NA,N,0,13,99,40,1018.8,1013,NA,1,6.8,20,No,Yes
5/27/2017,MelbourneAirport,10.1,17.8,0,1.4,4.1,N,65,N,N,33,30,84,61,1017.7,1012.1,7,7,12.6,16.2,No,Yes
5/27/2017,Melbourne,11.9,17.8,0,1.4,4.1,N,54,N,N,20,19,78,63,1017.5,1012,7,7,13.9,17.2,No,Yes
5/27/2017,Mildura,7,21.3,0,4,9,NW,43,NNE,NNW,15,19,80,42,1018.4,1013.2,2,7,12,21,No,Yes
5/27/2017,Nhil,9.8,17.4,0.2,NA,NA,W,50,N,N,24,17,75,63,1015.9,1010.3,NA,NA,12.1,16.7,No,Yes
5/27/2017,Portland,7.7,17.8,0,NA,NA,WNW,56,NNW,NNW,24,28,68,65,1012.1,1006.7,7,4,13.7,16.1,No,Yes
5/27/2017,Watsonia,9.8,17.3,0,1.4,4.1,NNE,52,NNE,NNE,20,15,81,65,1017.8,1012.5,7,7,13.8,16.5,No,Yes
5/27/2017,Dartmoor,5.3,17.2,0,NA,NA,WNW,52,N,NNW,17,24,73,70,1012.6,1007.4,NA,NA,13.1,15.9,No,Yes
5/27/2017,Brisbane,13.5,24.6,0,3.2,8.6,NE,19,SW,NE,6,7,75,62,1022.3,1018.7,1,1,18.3,23,No,No
5/27/2017,Cairns,20.2,28.4,0,NA,NA,SE,37,SSE,ESE,19,26,72,61,1017.2,1014.4,NA,2,24.5,27.1,No,No
5/27/2017,GoldCoast,14.9,23.4,0,NA,NA,SE,24,SSW,E,9,11,99,94,1022,1018.9,NA,NA,19.4,21.8,No,No
5/27/2017,Townsville,16,26,0,5,NA,NE,33,SSE,ENE,9,20,67,62,1018.5,1015.5,2,4,22.2,25.8,No,No
5/27/2017,Adelaide,11.6,20.4,0,NA,NA,WSW,48,NNE,NW,17,15,61,52,1015.1,1011,NA,NA,15,19.5,No,Yes
5/27/2017,MountGambier,9.3,17,0,NA,NA,N,48,N,NNW,22,26,77,76,1012.3,1006.9,7,3,13,16,No,Yes
5/27/2017,Nuriootpa,4.9,19.5,0,4.8,5.3,NW,61,NW,WNW,17,30,54,39,1015.3,1011,7,NA,14.9,18.5,No,Yes
5/27/2017,Woomera,9.4,23,0,3.6,NA,SW,44,N,WSW,19,26,59,26,1017.1,1014.1,2,NA,14.1,22.7,No,No
5/27/2017,Albany,13,15.8,4,NA,NA,NA,NA,SSW,NA,4,NA,77,NA,1025.5,1025.4,4,NA,14.1,NA,Yes,No
5/27/2017,Witchcliffe,7.6,15.6,1,NA,NA,S,24,SE,NA,7,0,88,71,1027.1,1026.4,NA,NA,12,14.4,No,No
5/27/2017,PearceRAAF,6.2,19.8,0,NA,9,S,24,SW,ESE,7,15,72,45,1026.1,1024.2,NA,1,12.8,18.3,No,No
5/27/2017,PerthAirport,7.1,18.5,0,2.2,9,ESE,26,SSW,E,11,9,61,43,1026.3,1024.3,1,2,13.8,18,No,No
5/27/2017,Perth,7.6,18.8,0,2.2,9,SE,43,SE,SSE,9,13,72,50,1026.4,1024.3,1,2,12.6,17.9,No,No
5/27/2017,SalmonGums,4.4,16.2,0.6,NA,NA,SSW,37,W,SW,7,7,93,77,NA,NA,NA,NA,11.8,13.6,No,No
5/27/2017,Walpole,10.3,16.9,4.4,NA,NA,S,20,NA,NA,0,0,86,69,1025.6,1025.4,NA,NA,12.4,15.3,Yes,Yes
5/27/2017,Hobart,4.4,16.5,0,0.8,0.3,NNW,48,NNW,SW,13,6,76,63,1012.4,1006.3,7,8,6.4,13.3,No,Yes
5/27/2017,Launceston,4.4,16.1,0.2,NA,NA,N,50,N,NNW,4,20,95,79,NA,NA,NA,8,10.9,15.7,No,Yes
5/27/2017,AliceSprings,13.2,27.1,0,NA,NA,SW,41,W,SW,15,22,24,23,1019.5,1016.8,3,1,21.9,26.8,No,NA
5/27/2017,Darwin,23.5,33.3,0,5.4,10.8,E,43,E,E,20,24,59,21,1013.4,1009.8,2,2,26.9,32.7,No,No
5/27/2017,Katherine,17.2,33,0,7,NA,E,43,ESE,ESE,13,22,71,NA,1014.6,1011.2,0,NA,25.2,NA,No,No
5/27/2017,Uluru,9.3,28,0,NA,NA,W,28,SSW,WNW,6,11,36,16,1019.9,1016.9,NA,NA,16.6,27.3,No,No
5/28/2017,Albury,9,14.3,7,NA,NA,W,44,N,NNW,11,20,93,80,1010.8,1010.3,8,8,11.1,11.3,Yes,Yes
5/28/2017,BadgerysCreek,5.2,23,0,NA,NA,NNW,37,NA,N,0,11,100,42,1013.2,1008.8,NA,NA,8.6,22,No,No
5/28/2017,Cobar,8.2,19.5,0,NA,NA,W,33,NW,W,13,20,58,42,1015.3,1013.9,NA,NA,14.6,18.7,No,No
5/28/2017,CoffsHarbour,14.5,21.8,0,NA,NA,NNW,33,N,NNW,9,26,74,62,1017.8,1013.8,7,6,19.3,21.4,No,Yes
5/28/2017,Moree,13.3,23,8.8,NA,NA,NW,76,NNE,WNW,24,24,85,43,1017,1014.8,7,1,16.3,22.4,Yes,No
5/28/2017,Newcastle,6.8,22.8,0,NA,NA,NA,NA,NW,NA,9,NA,94,NA,NA,NA,5,NA,12,NA,No,No
5/28/2017,NorahHead,13.3,22.4,0.2,NA,NA,N,39,N,NW,17,13,73,55,1013.8,1010.3,NA,NA,18.4,21.1,No,No
5/28/2017,NorfolkIsland,16,20.5,0,NA,NA,S,28,S,S,15,11,56,55,1021.4,1020.2,NA,1,19.2,19.2,No,No
5/28/2017,Penrith,7.6,23.7,0,NA,NA,NNW,39,N,NNW,4,15,98,42,NA,NA,NA,NA,9.2,22.7,No,No
5/28/2017,Richmond,5.6,23.2,0,NA,NA,NNW,39,SE,N,2,20,99,40,1013.3,1009.1,NA,2,11.2,22.3,No,No
5/28/2017,Sydney,11.9,23.7,0,2.4,8.4,NNW,48,W,NW,13,24,83,37,1013.2,1009,1,6,13.3,23.2,No,No
5/28/2017,SydneyAirport,10.3,24.6,0,2.4,8.4,NNW,50,NNW,NNW,15,30,78,39,1013,1008.8,1,6,14.7,23.1,No,No
5/28/2017,WaggaWagga,6,15.4,NA,NA,NA,WNW,48,N,W,9,28,83,57,1011.5,1011.1,8,1,11.2,13.9,NA,No
5/28/2017,Williamtown,6.6,22.8,0.2,NA,NA,WNW,37,NW,WNW,7,22,100,53,1014.6,1011.1,8,NA,12.5,22.5,No,No
5/28/2017,Wollongong,12.7,22.1,0,NA,NA,WNW,46,NNE,NNW,11,17,64,41,1012.4,1008.3,NA,2,17.6,21.4,No,No
5/28/2017,Canberra,0,14.3,0.2,NA,NA,NW,61,NNW,NW,26,33,80,65,1011.6,1009,7,6,10.7,12.3,No,No
5/28/2017,Tuggeranong,1.2,13.7,0,NA,NA,WNW,50,NA,WNW,0,28,100,66,1011.1,1008.8,NA,NA,7.5,11.4,No,Yes
5/28/2017,MountGinini,1.7,2.5,1.4,NA,NA,WNW,67,WNW,W,24,22,98,97,NA,NA,NA,NA,2.5,0.9,Yes,Yes
5/28/2017,Ballarat,3.7,10.7,20.6,NA,NA,W,65,WNW,W,20,33,100,71,1008.2,1008.3,8,6,6.5,9.1,Yes,Yes
5/28/2017,Bendigo,8.5,12.6,6,NA,NA,NNW,52,WNW,WNW,13,20,88,85,1009.3,1009.1,1,8,9.4,8.1,Yes,Yes
5/28/2017,Sale,6.8,14.7,2.2,NA,NA,NA,NA,WNW,WNW,11,26,87,70,1007,1006.8,NA,8,10.8,10.8,Yes,Yes
5/28/2017,MelbourneAirport,8.8,14.1,5.8,4.2,4.7,W,52,NNW,W,13,22,71,77,1008.2,1007.9,5,4,11.2,10.2,Yes,No
5/28/2017,Melbourne,10.2,15.3,6.8,4.2,4.7,W,44,NW,WNW,13,11,72,65,1008.1,1007.9,5,4,11.8,11.2,Yes,Yes
5/28/2017,Mildura,8.4,16.4,3.6,3.6,6.2,WNW,41,W,W,15,26,90,59,1014.4,1013.6,0,7,10.5,14.9,Yes,Yes
5/28/2017,Nhil,7.2,12.5,10.4,NA,NA,SW,54,WNW,WSW,30,31,92,67,1011,1011.2,NA,NA,8.5,11.8,Yes,Yes
5/28/2017,Portland,7.4,11.4,19.4,NA,NA,WSW,59,W,WSW,20,28,82,75,1007.6,1009.4,8,8,8.8,7.9,Yes,Yes
5/28/2017,Watsonia,9.3,15.2,5.8,4.2,4.7,W,52,NW,W,11,20,89,84,1008.1,1007.7,5,4,10.8,9.4,Yes,No
5/28/2017,Dartmoor,6.8,11.2,12,NA,NA,SW,54,W,WSW,17,20,96,72,1009.3,1010,NA,NA,7.8,10.5,Yes,Yes
5/28/2017,Brisbane,13.4,25.7,0,2.4,9.7,NNE,15,SSW,NE,6,7,85,60,1019.6,1015.9,1,3,16.5,24.3,No,No
5/28/2017,Cairns,20,28.4,0,NA,NA,ESE,39,SSE,SE,17,28,70,56,1016.5,1014,NA,NA,24.8,27.2,No,No
5/28/2017,GoldCoast,14.6,24.7,0,NA,NA,NW,31,NW,N,11,24,100,100,1018.9,1015.6,NA,NA,19.2,22.4,No,No
5/28/2017,Townsville,17,27,0,4,NA,NE,30,WSW,ENE,2,20,75,69,1017.9,1015,NA,NA,22.9,25.5,No,No
5/28/2017,Adelaide,9.5,15.1,16.6,NA,NA,WSW,50,SW,WSW,13,19,89,58,1015.5,1015.8,NA,NA,11.5,14.9,Yes,Yes
5/28/2017,MountGambier,6.3,12.1,14.6,NA,NA,W,56,NNW,SW,13,26,95,73,1009.3,1011,8,8,8.5,10.2,Yes,Yes
